,Indegree
26647,6
26651,1
26653,2
26677,3
26689,2
26694,1
26696,1
26701,1
26708,1
26723,1
26730,15
26732,1
26750,2
26751,11
26753,540
26789,1729
26790,867
26794,1
26801,2
26813,1
26840,3
26889,7
26896,8
26910,1
26940,835
26951,4
26976,341
26989,14
26991,4
27002,1
27032,10
27036,2
27043,5691
27048,34
27049,1
27058,2
27070,1
27077,1
27081,2
27082,3
27088,1
27097,1
27100,2
27123,9637
27139,1
27149,12
27152,26
27157,2
27162,1
27163,1
27167,5
27176,24
27211,1
27215,1
27242,1
27248,1
27255,3
27258,7
27263,1
27279,1
27283,4227
27321,13
27327,11
27336,1
27338,2937
27353,5
27355,2
27363,1
27364,1
27370,2
27376,1
27381,341
27383,1
27386,23
27422,4
27426,1
27427,4
27464,1
27466,1422
27490,2
27495,54
27497,2272
27515,11
27540,5515
27568,1
27593,4
27597,2
27600,610
27609,2079
27623,2
27629,2
27639,1
27641,1
27650,80
27666,1
27667,1
27670,1
27671,442
27676,595
27693,7
27723,2
27745,1
27759,1
27761,1
27766,21
27789,16
27797,1
27802,7
27813,1
27821,69
27826,1
27839,4
27849,1
27862,23
27863,12
27864,3
27907,150
27912,156
27948,1
27964,1
27966,1
27967,34
27976,142
27981,14
27986,2
28001,1
28011,6
28027,7
28063,1
28069,20
28076,2
28082,442
28093,1
28108,6
28131,1
28145,94
28166,6
28169,53
28172,646
28177,1
28184,1
28194,28
28206,2
28226,20
28233,53
28243,2
28244,30
28255,2
28258,1
28275,53
28278,2
28279,3
28286,39
28293,62
28298,1
28303,2
28309,2
28325,1
28338,2
28342,2
28351,1
28360,577
28361,10
28367,8
28368,7
28406,1
28437,1
28448,1
28450,1
28451,1
28458,2
28472,3
28474,9
28480,5
28488,11
28489,11
28492,1
28493,2
28510,1
28531,1
28541,2
28549,12
28588,3
28589,14
28592,6
28594,3
28602,2
28603,144
28611,1248
28623,14
28644,2
28651,1
28656,8
28669,9
28682,3
28684,6
28695,1
28698,134
28713,12
28721,21
28727,16425
28728,1
28734,11
28742,60
28749,3
28753,86
28755,21
28758,14
28776,8
28777,1
28792,1
28795,4
28808,1
28813,15
28820,124
28822,35
28835,1
28837,1
28849,4
28855,5
28859,4227
28860,1
28879,21
28884,4
28888,2
28900,4
28903,24
28908,1
28914,7
28917,2
28920,2
28923,2
28926,25
28927,10
28930,2
28940,3
28950,1
28965,1
28987,3
28990,1
29036,7943
29043,54
29050,3
29052,5
29054,34
29065,3
29076,3
29078,710
29090,6
29099,2
29104,1
29113,2
29129,35
29131,9
29133,4
29136,15
29159,8
29172,2
29178,1
29183,7
29188,5
29196,7
29199,1
29200,10
29217,6
29232,1
29260,1
29264,8
29285,1
29296,6
29305,2
29328,2
29333,1
29351,3
29359,541
29363,168
29386,1
29394,82
29399,23
29412,7
29416,35
29424,3
29429,1
29430,52
29439,1
29444,44
29446,1
29449,45
29453,1
29471,21
29472,86
29483,1
29496,2
29527,6
29536,6
29544,121
29560,1
29572,1
29584,2
29590,23
29591,1
29601,194
29605,13
29626,115
29627,2
29653,1
29672,2
29675,8
29686,1
29694,5
29700,212
29705,23
29707,163
29711,1
29746,835
29753,1
29754,1
29764,1
29766,124
29785,3
29788,2
29831,395
29835,23
29848,3
29850,1
29866,10
29872,1
29873,1
29875,2
29877,6
29886,308
29904,2
29905,19
29910,1
29920,3
29921,1
29925,3
29933,3
29938,1
29944,3
29946,10
29947,5
29951,57
29955,3
29981,1
29986,325
29993,1
30007,9
30012,14
30015,1131
30051,4
30073,2
30086,1
30099,1
30132,1
30142,2
30163,372
30165,31
30172,2
30205,1
30216,5
30217,3
30220,5
30227,1
30243,1
30269,6
30272,1
30284,10
30292,6
30307,47
30313,13
30330,5
30332,31
30334,32
30352,1
30365,1
30383,1
30391,2
30392,3
30405,1
30407,1
30432,2
30434,284
30440,7
30443,1
30446,366
30454,2
30460,7
30466,6
30474,1
30482,2211
30506,231
30517,546
30520,765
30523,18
30527,1
30528,358
30569,1
30571,84
30578,1
30582,37
30586,164
30616,107
30623,19
30635,2
30638,117
30646,2
30670,1
30672,474
30679,1
30729,1
30731,3
30732,2
30741,121
30748,1
30750,4
30758,5
30763,18
30769,15
30776,9
30791,3
30792,10
30793,3
30798,1337
30826,19
30860,35837
30871,2
30878,2
30880,112
30895,11
30921,1
30932,63
30937,3
30950,2
30957,7
30964,1
30970,970
30978,24
30982,59
30987,16
30989,17
30991,2
31011,1
31014,14
31022,2
31029,22
31040,2
31083,1
31126,1
31132,2
31143,47
31145,1
31150,5
31174,2
31209,29
31243,1
31252,1
31258,16
31283,6
31295,42
31298,2
31317,1
31343,69
31348,3
31354,563
31385,17
31396,1
31402,2
31410,743
31411,1
31416,269
31432,2
31474,3
31491,5
31492,2132
31526,1
31534,3
31538,2279
31548,2
31558,1
31567,1
31569,208
31578,7
31580,2
31583,79
31620,306
31628,1
31633,11
31638,1
31639,1
31652,1
31684,2
31698,1
31705,2
31712,4
31730,154
31738,5
31742,4
31743,15
31750,8
31787,51
31789,3
31815,2540
31825,1
31826,8
31832,1
31869,1
31876,2
31889,2
31891,205
31897,9
31899,1
31911,578
31912,27
31934,2
31937,11
31939,1
31961,123
31968,16
31981,1
31983,1
32019,13
32038,9
32071,7055
32084,1
32088,2
32096,3
32117,1
32124,1
32143,3
32157,4
32161,1104
32168,7
32176,4
32186,1
32195,6
32211,1
32238,49
32241,19
32246,7
32262,162
32273,11
32279,5
32284,23
32286,1
32298,1
32299,1
32304,2
32321,10
32326,5
32337,1
32371,3
32375,3
32399,1
32413,5
32417,3
32420,21
32431,1
32447,1
32466,4
32472,1
32474,5
32492,7
32518,1
32532,5
32544,348
32553,6
32565,407
32570,1
32587,1
32589,143
32595,1
32610,1
32618,95
32625,3
32646,20
32651,2
32661,2
32669,4
32676,1
32680,124
32705,1
32706,1
32734,161
32753,1
32763,14
32769,5
32776,1
32780,6
32783,9
32809,6
32836,1
32849,40
32896,2
32906,1
32916,1
32929,1
32933,2
32935,12
32943,7
32955,1
32964,1
32966,1
32969,3
32973,8
32975,1
32984,15
33025,1
33027,2
33046,11
33052,4
33057,2
33060,2
33069,2
33071,1
33084,419
33092,5
33113,70
33118,1
33123,290
33126,2
33138,1
33140,2
33143,882
33148,45
33152,1
33156,1
33168,22
33177,6
33187,25
33228,422
33234,2
33246,3
33278,424
33282,18
33285,1
33288,1
33297,1
33327,2
33341,2
33342,1
33344,99
33358,903
33377,2
33395,3
33421,16
33426,1
33431,1
33439,3
33440,5
33449,2
33459,9
33480,1
33481,2
33499,32
33506,1
33507,50
33510,21
33520,6
33522,21
33527,144
33529,1
33533,6
33565,3
33583,1
33605,140
33611,29
33633,15
33641,2
33651,41
33654,19
33659,116
33663,367
33665,2
33670,516
33694,2
33708,17
33711,1
33713,11
33731,4
33746,3
33752,12
33759,3
33763,2
33773,1
33795,1
33797,75
33822,1
33829,14
33832,22
33833,1
33841,5
33843,8
33845,2
33848,3
33855,1
33883,319
33887,6
33890,11
33895,1
33897,186
33902,1
33905,32
33921,1
33922,3
33930,894
33935,71
33938,21
33944,7
33946,1
33949,3
33958,27
33970,1
33978,17
33995,2
34000,1
34004,209
34010,1
34016,1
34034,7
34039,2
34041,2
34048,3
34050,15
34062,4
34078,6
34087,182
34094,1
34101,1
34119,3
34121,22
34159,255
34160,1
34169,5
34171,1
34177,3
34185,8
34187,83
34200,16
34229,192
34238,327
34253,1
34256,11
34261,4
34269,84
34276,2
34277,1
34288,1
34291,3
34302,4
34303,53
34316,1
34337,2
34341,1
34344,1
34346,3
34367,3
34375,1
34383,16
34403,1935
34418,1
34426,57
34440,16
34444,1236
34466,19
34474,3
34484,2
34507,20
34517,39
34527,1
34532,8
34539,8
34550,1
34553,4
34563,34
34573,4
34579,131
34582,38
34584,1
34587,1
34594,1
34616,4725
34625,347
34629,917
34644,1
34651,20
34691,1
34696,9
34702,1
34712,1
34714,2
34744,1
34751,1
34767,2
34791,1
34800,53
34802,539
34804,35
34813,15
34819,2
34820,2
34834,2
34855,2
34857,1
34864,1
34871,2
34872,1
34878,13
34887,3372
34900,2
34903,11
34910,1
34917,1
34922,1
34940,95
34953,1
34960,5
34967,4
34970,7
34976,159
34988,21
35008,1
35030,2
35048,1
35053,1221
35065,8
35078,5
35120,3
35146,3
35153,14
35165,44
35181,107
35194,6
35202,255
35217,2
35244,3
35301,2429
35308,1
35309,2
35310,27
35316,1
35325,169
35332,12
35333,3
35335,2
35336,17
35339,1
35343,2
35378,5
35394,1
35398,4
35413,14
35434,3
35435,2
35442,1
35446,8863
35449,1
35459,663
35479,2
35482,1
35485,16
35487,1
35502,2
35508,1
35510,12
35543,1
35547,2
35556,1
35560,1
35569,1
35581,1
35585,8
35597,8
35601,19
35604,1
35609,197
35615,7
35621,227
35630,1
35639,165
35644,1
35646,1
35652,2
35675,184
35677,67
35741,1
35743,1
35771,1
35801,2
35810,3
35828,1
35841,31
35844,2
35855,3
35856,11
35859,1
35864,140
35867,446
35874,2
35882,176
35906,107
35910,1
35915,223
35951,1
35982,5
36003,3
36005,1
36007,2
36017,2
36018,6
36025,25
36029,34
36040,1
36075,1
36086,3
36105,7
36115,1
36137,1
36149,2
36163,12
36172,2
36187,1
36190,1
36216,9
36218,2
36230,25
36237,2
36247,5
36263,28
36277,1
36297,6
36301,2
36321,1
36329,1
36332,1
36340,1
36344,22
36346,7
36366,2
36368,4
36372,1
36376,3
36394,896
36395,1
36415,9
36429,2
36430,1
36440,2
36449,1
36451,17
36454,103
36458,2
36460,8
36462,9
36470,15
36492,13
36504,1
36508,11
36525,1
36533,1
36543,1
36571,54
36599,1
36601,86
36633,8
36649,14
36662,28
36669,1
36690,1
36696,1
36699,3
36704,2
36706,3
36707,3
36709,99
36714,1
36758,13
36766,1
36768,9
36769,20
36770,1
36782,17
36786,2
36796,28
36803,2
36851,1
36865,19
36889,5
36899,95
36901,1
36916,85
36919,1
36931,2
36934,1
36937,26
36941,20
36951,3
36955,2
36961,202
36968,8
36990,2
37000,1
37006,1
37025,1
37038,4
37042,1
37057,1
37063,19
37097,3
37113,1497
37127,154
37154,3
37168,8
37169,1
37179,3
37183,1
37185,11
37201,19
37229,1
37230,4
37236,1
37263,15
37282,1
37289,7
37291,2
37297,1
37302,1
37309,1
37322,64
37337,2
37385,2
37404,4
37410,1
37412,4
37417,2
37431,2836
37445,8
37452,12
37465,1336
37506,1
37521,4
37524,1
37530,1
37541,2
37550,1
37559,8
37578,1
37585,2
37591,2
37601,9
37610,56
37626,2044
37659,16
37661,2
37685,2
37689,27
37690,2
37718,56
37753,85
37754,2
37771,2
37781,13
37782,1
37795,1
37809,2
37827,3
37839,268
37843,3
37847,1
37849,1
37877,1
37894,4
37907,7
37911,2
37913,404
37914,2
37917,1
37919,165
37932,9
37936,1
37945,1
37953,4
37955,9937
37961,50
37962,1
38009,5
38012,224
38021,1
38023,1
38024,1
38042,5
38045,4
38052,1
38055,1
38076,1
38092,9
38095,2
38096,1
38105,1
38112,4
38115,16
38122,201
38124,8
38140,3
38146,2
38149,58
38153,7
38158,20
38168,5
38178,1
38182,5
38187,84
38196,1
38203,12
38209,6
38225,1
38227,4
38236,1
38243,156
38247,91
38267,6230
38284,54
38292,1
38297,1
38300,327
38306,14
38313,3
38322,7
38326,354
38357,23
38360,3
38361,3
38362,9
38380,1
38403,3
38407,3
38413,2
38414,42
38424,1
38452,1
38458,1
38473,11
38479,10
38483,518
38504,1
38516,1
38525,4
38529,1
38536,1
38551,2
38571,115
38576,1
38581,15
38583,21
38590,1
38620,1
38627,1
38637,327
38639,4
38642,3
38649,11
38650,64
38657,7
38663,2
38664,236
38668,21
38671,6
38693,8
38700,3
38708,955
38730,3
38750,3
38764,24
38766,34
38768,185
38770,20
38803,5
38831,1288
38837,26
38860,44
38871,3
38882,1
38888,1
38896,1
38923,1
38933,1
38936,5
38939,1
38940,1
38944,16
38951,9
38952,2
38961,12
38970,5
38976,1
38978,1
38982,104
38996,1
38999,1360
39006,24
39009,1
39012,407
39015,4
39024,58
39025,2
39029,2
39039,7
39058,6
39064,13
39097,1
39098,29
39130,61
39134,7
39153,1
39156,1
39164,2
39166,7
39208,1
39227,1
39230,1
39235,3
39239,15
39247,4
39252,27
39258,3
39261,2
39279,11
39286,9
39287,1
39296,3
39318,8
39323,1
39333,76
39345,2
39353,2
39358,2
39364,63
39378,1
39389,19
39391,1
39395,2
39401,3
39407,3
39409,1
39424,65
39429,83
39463,2
39483,107
39495,4430
39523,9
39531,921
39543,1
39547,1
39557,3
39562,1514
39568,1
39581,9
39591,368
39600,2
39611,2
39659,183
39663,281
39665,6
39677,264
39684,5
39693,8131
39705,3
39713,28
39718,353
39740,2
39761,1
39762,17
39769,1
39773,13
39774,2
39786,1
39790,5
39803,1
39816,1
39839,1
39848,4
39850,1
39853,678
39855,2
39860,1
39863,11
39887,1
39889,5
39891,2449
39913,13
39953,4
39956,169
39978,1
39982,1
39985,65
39993,1
39995,1
40000,1
40022,3
40044,52
40087,3
40114,71
40118,1
40156,1
40157,1
40165,1
40177,36
40187,3
40198,36
40205,8
40212,2
40217,1
40248,1541
40249,2
40252,1
40253,3
40254,2
40258,1
40263,819
40264,19
40269,2
40289,6
40292,1
40296,5
40316,417
40332,3
40337,16
40361,1950
40365,2
40366,35
40395,22
40398,7
40407,368
40413,2
40427,1
40428,2
40439,3
40440,1
40443,14
40465,1
40469,1
40472,815
40489,19
40509,10
40511,1
40541,1
40544,1
40545,1
40589,744
40594,1
40604,17
40615,697
40629,5
40634,6
40647,3
40655,4
40661,10
40662,2
40666,1
40686,1
40688,281
40694,1
40697,4
40711,28
40730,2
40746,18
40747,2
40764,1
40768,1
40778,222
40793,4
40814,1
40815,5
40817,2
40822,1
40831,3
40839,8
40841,9
40904,5
40918,22
40920,2
40922,1496
40927,196
40930,138
40934,1
40945,11
40952,8
40956,124
40960,1
40974,5
40998,2
41000,2
41005,54
41024,5
41026,15
41037,2
41049,18
41054,1165
41056,2
41060,1
41100,3
41102,13
41113,1
41118,70
41123,1
41124,5
41127,1
41143,1
41166,2
41204,5
41214,34
41217,1
41220,8316
41241,1
41254,1
41258,1
41271,354
41281,8
41297,9
41307,1
41339,6
41341,5
41347,1
41349,1259
41397,43
41418,21
41419,1
41421,94
41426,1
41435,6
41441,1
41442,568
41480,4
41487,2
41494,1
41497,18
41503,14
41513,18
41517,3
41523,1
41526,198
41533,1
41561,2
41566,197
41573,2
41597,9
41614,1
41616,73
41637,1
41641,5
41646,22
41672,1
41681,1
41705,5
41711,1
41724,15
41746,2
41774,100
41775,1
41777,1
41783,2
41798,20
41821,2
41835,33
41853,1
41873,2
41892,4
41895,3
41900,2
41903,1
41910,10
41915,1
41927,43
41931,1
41935,24
41936,6
41945,1
41961,13876
41967,16
41969,25
41970,3
41980,15
41982,503
41986,2389
41988,1
42018,1
42022,1
42040,1
42044,16
42045,5
42050,1
42055,1
42066,583
42077,2
42086,1
42099,1
42110,2
42116,3
42119,5
42138,26
42144,629
42150,29
42165,1
42178,1
42180,5
42191,6
42194,3
42207,1
42219,5
42228,222
42230,1
42239,30
42245,31
42254,1
42261,9
42268,7
42302,27
42309,5
42338,12
42341,32
42349,3
42352,4
42358,27
42368,2
42387,2
42390,1
42394,1
42418,6
42437,75
42447,1
42449,1
42450,85
42454,54
42462,1
42471,42
42472,300
42474,1
42484,7
42491,1
42496,3
42497,87
42513,2
42530,100
42532,5
42535,2
42537,3
42538,66
42546,83
42563,2
42587,2
42593,6
42601,1
42615,2
42642,1
42645,7
42649,4
42661,5
42665,1
42669,2
42677,11
42682,1
42690,1
42699,2
42703,1
42706,1
42716,6
42720,2
42734,29
42739,108
42743,24
42748,147
42755,1
42758,2
42778,3181
42784,314
42799,28
42802,25
42815,8
42847,1
42858,182
42861,4
42866,952
42868,1
42880,1
42899,31
42910,4
42931,1
42946,76
42965,1
42977,67
42978,3
42979,25
42983,2
42990,1
42997,329
43011,9
43034,2
43050,1
43057,4
43073,331
43074,1
43080,8
43083,1
43085,1
43086,3
43104,16
43126,1
43134,6
43136,1
43146,3
43176,1
43183,2
43210,1
43221,1
43236,32911
43241,8
43244,78
43246,1
43249,27
43262,56
43267,5
43268,12
43284,7
43296,2
43307,7
43309,2
43314,20
43328,1
43335,12
43359,17
43386,1
43413,1
43419,84
43420,2
43445,1
43497,3
43498,9
43512,2
43518,1
43523,1
43524,4
43530,3
43536,3
43539,1
43578,1
43604,1
43611,2
43617,1
43623,1
43637,1
43648,1
43655,996
43663,77
43664,1
43667,1
43668,4
43689,32
43719,4
43731,189
43732,1
43750,1
43758,17
43762,2
43765,7
43771,3
43787,5
43800,20
43811,3
43848,14
43855,42
43858,231
43861,229
43865,1
43866,2
43873,2
43891,1
43893,1
43900,15
43910,1
43930,224
43934,750
43936,14
43937,1
43961,31
43963,1
43964,1
43978,6
43988,9
43994,478
44007,2
44008,4
44010,1
44023,362
44024,1
44034,2
44041,1
44043,8
44085,3
44092,1
44104,1
44143,1
44151,447
44152,1
44156,2
44169,74
44179,351
44199,1
44224,3
44229,2
44238,1
44254,220
44258,1
44274,206
44280,16
44286,1
44291,22
44318,11
44320,2
44324,287
44342,16
44355,3
44374,159
44376,1
44380,1
44381,5
44407,2
44419,3
44438,3
44473,241
44483,2
44484,22
44489,297
44490,1
44496,3
44498,1
44499,4
44503,2
44517,1
44522,18
44524,9
44528,1
44540,1
44543,22
44555,198
44565,27
44577,1
44594,2
44596,4
44617,2
44625,1
44634,1
44675,1
44693,1
44702,17426
44726,17
44751,1
44757,2
44792,3
44822,1
44832,33
44853,1
44860,1
44861,6
44867,1
44868,1
44873,1
44885,240
44890,1
44894,6
44902,1
44912,307
44917,18
44928,3
44935,2
44936,3
44937,5
44940,2
44958,16
44960,136
44961,50
44982,11
44985,224
44997,4
45021,3
45024,16764
45026,758
45029,2
45047,2
45051,1
45058,1
45067,19
45069,3
45074,714
45075,3
45076,10224
45083,8
45085,1
45088,1
45102,1
45104,1
45108,24
45123,4
45148,13
45149,28
45155,1
45156,4
45165,1
45173,319
45182,5
45191,11
45196,27
45209,6
45234,2
45237,1
45240,11940
45244,48
45257,315
45259,1
45275,1
45278,2
45289,1
45291,51
45299,1
45304,32
45321,91
45326,2
45327,1
45337,1
45353,1
45356,3
45369,5
45372,2
45385,7
45412,30
45413,1
45417,11
45419,2
45421,1
45426,303
45444,32
45445,3
45453,1
45465,4
45469,1
45483,15
45523,10
45543,4
45545,65
45554,6
45569,4
45575,6
45582,85
45591,91
45607,2
45610,87
45626,1
45632,2
45641,29
45644,5
45650,1
45666,2
45671,1
45696,2
45708,1
45737,1
45753,15
45763,124
45794,1
45798,1
45799,1
45835,3
45879,56
45889,151
45916,4
45931,1
45935,1
45958,1
45961,2
45963,1
45971,1
45981,2
45986,1
45992,19
46002,1
46012,703
46016,59
46022,3
46023,1
46042,9
46046,1
46048,3
46055,1
46057,4
46058,8
46061,1
46065,65
46074,7
46090,25
46098,1
46099,2
46100,4
46106,2807
46120,1
46121,5
46134,71
46135,2
46151,1
46159,1
46160,1
46176,1
46195,40
46196,1
46209,120
46228,1
46238,47
46241,1
46262,14
46270,7
46274,2
46290,25
46296,1
46315,1
46325,1
46328,1151
46339,1
46343,15
46351,1
46357,28
46366,1
46383,5
46385,5
46393,1
46399,312
46400,3
46412,90
46436,3
46439,1
46445,1
46459,3
46469,4
46480,5
46501,4
46534,1
46545,6
46551,75
46566,9
46572,190
46581,629
46584,10
46594,49
46602,1
46604,40
46610,15
46624,3
46630,480
46632,3
46641,20
46649,21
46658,157
46690,1
46693,55
46702,4
46716,136
46734,1
46757,2
46758,1
46762,3
46769,8
46794,1871
46800,1
46801,7
46817,3
46819,7
46832,1123
46835,1
46847,138
46854,6
46870,44
46902,3
46909,7
46910,53
46911,75
46918,45
46921,2
46922,1
46932,1
46934,3
46946,8
46955,907
46990,4
46996,42
47002,4
47009,3
47031,1
47038,213
47043,4
47044,1
47047,13
47051,545
47059,26
47084,6
47088,1
47096,1
47108,6
47110,340
47124,1
47125,12
47140,50
47146,27
47153,1
47154,1
47158,1
47171,1
47210,5
47224,2
47231,2070
47251,7
47254,2
47255,93
47270,4
47279,10
47292,83
47322,726
47330,2
47353,14
47367,6
47392,198
47394,7
47418,4
47430,174
47435,1
47468,251
47506,1
47513,1
47519,2
47522,1
47538,2
47544,5
47567,337
47568,2
47584,1
47597,2
47615,1
47616,12
47618,1
47623,5
47640,2
47653,4
47661,1
47666,77
47692,6
47709,29
47712,6
47716,1
47740,1
47769,22
47785,5
47788,110
47799,38
47812,2825
47815,2
47821,4
47826,652
47834,1
47870,5
47879,140
47882,1
47883,553
47889,58
47900,2
47910,1
47935,2
47952,1
47965,1
47975,178
47997,1
47998,47
48020,2
48037,6
48058,1
48061,1
48082,2
48087,2
48089,1
48094,6
48102,21
48104,1
48107,5
48110,14
48124,2
48130,6
48152,62
48160,45
48178,1
48191,1
48192,15
48221,1
48241,49
48257,117
48258,17
48273,1
48295,159
48310,2
48312,2
48327,5701
48329,2
48360,1
48390,10
48402,3
48406,9
48421,1
48455,11
48456,15
48472,58
48475,2
48480,1
48482,1
48494,13
48500,1
48507,1
48526,2
48531,1
48536,18
48546,1
48547,54
48583,3
48594,1
48599,16
48612,2
48614,1
48616,1
48639,1
48642,139
48668,1
48674,4
48679,1
48694,1
48698,4
48768,19
48780,2
48803,326
48809,872
48811,67
48819,1
48846,138
48870,1
48913,1
48918,37
48922,1
48924,1
48937,60
48953,3
48994,4
49009,1
49011,3
49027,15537
49031,1230
49043,54
49053,1
49055,480
49058,123
49064,1
49080,3
49085,10
49100,2
49109,3
49112,26
49122,909
49127,1
49147,4
49149,8
49151,4
49155,3
49162,10
49182,1
49189,11
49191,748
49203,1
49207,1
49211,21
49217,1
49222,14
49284,1
49287,41
49288,3
49304,2
49306,139
49330,1
49333,598
49356,1
49365,12
49374,2
49376,2
49398,1
49400,1
49416,1
49417,2
49418,60
49425,5
49432,1
49458,1
49479,1
49480,1
49481,20
49486,4
49494,1
49518,9
49547,2
49557,2
49558,1
49562,5
49567,23
49607,3
49610,17
49611,1
49619,1
49650,1
49661,1
49674,1
49677,80
49688,3
49707,124
49713,1
49716,2
49727,6
49734,13
49735,106
49740,110
49752,11
49766,1164
49769,4
49778,2
49790,1
49807,33
49817,1
49821,95
49827,2
49844,1
49859,1
49901,1
49909,1
49910,169
49911,436
49917,2
49918,6
49925,2
49927,9
49936,26
49944,86
49961,26
49967,8
49989,1
49992,4820
50005,31
50006,3
50015,17
50025,4
50039,10
50051,1
50062,68
50070,1
50077,3
50085,20
50101,3767
50123,14
50134,1
50142,2
50143,1
50144,1
50145,5
50188,1
50198,1
50271,1
50279,2
50284,1
50288,1
50295,9
50305,1
50314,10
50325,1
50328,61
50335,4
50337,188
50354,1
50355,37
50370,127
50373,1
50377,1
50382,3
50397,168
50410,1
50443,3
50450,1
50488,1
50489,141
50506,225
50514,4
50521,101
50544,1
50558,5
50583,64
50585,2
50591,4
50608,1
50621,1
50624,109
50626,2
50627,5
50667,293
50669,17
50675,24
50679,43
50681,2
50704,80
50713,2
50722,1
50734,21
50740,1714
50745,3
50765,5
50778,1
50781,6
50785,2
50792,157
50799,30
50820,1
50829,22
50834,275
50838,14
50846,1
50849,2
50864,1
50873,11
50886,10
50912,3
50915,1
50923,4
50942,1
50943,186
50949,5
50961,29
50982,57
50986,9
50991,51
50993,1
51001,18
51011,145
51018,3
51020,4
51023,49
51030,19
51043,2
51062,1
51063,398
51079,2
51081,3
51106,1
51107,1
51110,3
51111,1
51112,1
51120,447
51122,37
51129,7
51144,1
51151,1
51157,271
51163,28
51177,2
51180,1
51186,290
51193,3
51204,1
51206,6
51207,3773
51214,13
51219,1
51220,2
51222,23
51229,2
51242,4
51245,1
51246,3
51253,8
51260,1
51283,29
51291,20
51303,2
51307,1
51308,9
51311,2
51341,2
51404,2
51408,1
51423,3
51428,1
51442,3
51448,2
51466,61
51470,3818
51480,3
51492,1
51505,4
51520,223
51526,1
51536,1
51546,1
51548,1
51552,2
51557,1
51558,2
51569,26
51574,2
51588,3
51596,2
51603,1
51636,153
51670,2
51695,5
51703,1080
51707,1
51716,2
51728,1
51732,44
51739,1
51744,4
51756,3
51757,5
51771,11
51775,4
51782,540
51783,1
51790,46
51791,294
51798,6
51823,10
51853,23
51857,3
51871,12
51883,1
51884,1
51893,105
51898,1
51900,16
51907,2
51917,50
51923,14
51927,13
51931,1
51932,1
51939,1
51954,1
51963,2
51969,5
51972,2
51975,2
52003,679
52004,6
52017,3
52019,4
52026,2
52034,1
52041,1
52066,94
52068,15
52101,1
52119,7
52121,4
52146,4
52149,1
52174,6
52187,4
52192,1
52208,50
52217,1
52224,5
52240,20
52246,3117
52249,69
52274,83
52279,1
52289,209
52294,8
52308,4
52325,3
52326,2
52342,44
52360,1
52375,8
52379,18
52386,3
52392,25
52405,15
52412,2
52414,2
52415,1
52435,1
52444,2
52454,3
52459,1
52463,561
52465,6
52467,305
52477,1
52491,1
52494,11
52510,1
52520,6
52525,61
52529,6
52536,3
52549,2
52561,2
52564,1
52568,13
52578,5
52587,1
52595,10
52624,1
52628,21
52678,1
52694,23
52705,74
52710,69
52722,1
52724,128
52769,3
52785,2
52788,420
52793,124
52798,1
52801,1
52804,1
52816,3
52833,1
52839,4
52855,17
52858,10
52874,4
52876,2
52883,3
52888,18
52894,10
52906,840
52932,82
52956,5
52960,21
52963,60
52973,31
52985,42
52989,1
52993,1
53004,5
53009,2
53016,2
53019,4
53025,10
53031,28
53040,459
53046,1
53047,1
53061,2
53070,7
53075,2
53079,1
53088,799
53089,2
53090,4
53093,1
53102,68
53106,1
53120,7
53139,2
53167,2
53186,6
53193,15
53202,2
53208,1
53209,1
53221,858
53243,1
53260,29
53278,1
53281,8
53300,20
53301,234
53306,4
53359,282
53361,1
53366,1
53370,28
53380,16
53384,2
53406,1
53426,19
53433,182
53453,13
53461,1
53475,3
53487,7
53502,2
53514,2
53516,4
53527,10
53578,6
53613,15
53616,41
53631,9
53639,16
53641,1
53649,1
53656,3
53659,14
53674,11
53714,1
53733,17
53739,1
53750,1
53762,1
53769,17
53770,54
53788,1
53789,735
53813,37
53824,1
53834,32
53841,5
53864,1
53875,3
53876,1
53880,4
53889,2
53890,89
53922,4
53925,5
